id,tracking_number,date,sender_id,sender_zipCode,receiver_id,receiver_address,service,quantity,actual_weight,rate,description,buy_in_store,extra_charge,agent_id
26564,ABC-018011,8/31/2021,9174,75243,15080,SAI GON,SAIGON,1,12.5,3.5,"1 OATMEAL, 3 VITAMIN, 2 SUPPLEMENT, 1 MEDICATED OIL",,,ABC
26563,ABC-018010,8/31/2021,7263,75203,11021,KHANH HOA,TINH,1,32.9,4.5,"VITAMIN, CLOTHES, FOOD, SEAWEED, MIST MIENG, XIT MUI, YEN MACH, LOTION DI UNG",,15,ABC
26562,ABC-018009,8/31/2021,7263,75203,15079,KHANH HOA,TINH,1,20.7,4.5,"VITAMIN, SEAWEED, FOOD",,9,ABC
26561,ABC-018008,8/31/2021,7263,75203,15078,KHANH HOA,TINH,1,13.1,4.5,"VITAMIN, FOOD",,9,ABC
26560,NGO-000225,8/31/2021,6409,68128,9450,DA NANG,TINH,1,19.8,6,"6 VITAMIN, 1   PERFUME, 1 DRY WHOLE MILK, CREST 3d WHITE, 6 TOYS CON NIT, 8   T SOAP GLUTA BLEN, 6   THE ORDINARY LACTIC ACID, 2 BIT BANK SNACK, 1 HOP PEANUT BUTTER. ",,5,NGO
26558,NEW-000768,8/31/2021,6296,68503,11438,LAM DONG,TINH,1,24,6,"9 ensure, 12 vitamin, 5 gums, 1 tui sach, de ke mat, 17 mieng dang, 9 bengay, 11 CLOTHES",,18,NEW
26554,ABC-018007,8/31/2021,914,75098,929,VINH LONG,TINH,1,13.2,4.5,"ENSURE, VITAMIN, OP LUNG DIEN THOAI, DAY SAC, NUOC EYE DROPS",57,,ABC
26553,ABC-018006,8/31/2021,944,75081,15075,SAI GON,SAIGON,1,11.6,3.5,"SNACK, VITAMINS, FOOD",,,ABC
26552,ABC-018005,8/31/2021,944,75081,6753,NAM DINH,TINH,1,13.4,4.5,"VITAMINS, CLOTHES,   CAY KHO",,,ABC
26551,ABC-018004,8/31/2021,1012,75040,15074,SAI GON,SAIGON,1,8.85,3.5,"4 VITAMIN, 3 SNACK, 2 FOOD CANNED",,,ABC
26550,ABC-018003,8/31/2021,6745,75042,10055,SAI GON,SAIGON,1,35.5,3.5,"2 CASE MILK POWDER , 6 VITAMIN , 1 IT VIEN , SALONPAS , 1 LO MEDICATED OIL , SHAMPOO MEDICATED OIL , EYE DROPS , SNACK , FOOD , GEL BOI , BENGAY , DAN CHAN , DUNG    PHU NU ,  ENSURE PHA TANG ,  XIT MUI",114,,ABC
26549,ABC-018002,8/31/2021,8497,75044,13353,SAI GON,SAIGON,1,20,3.5," TANG, SNACK NGAM, VITAMINS",,,ABC
26548,ABC-018001,8/31/2021,3586,75074,13111,DONG NAI,TINH,1,19,4.5,"SUPPLEMENT, VITAMINS, GLUCO",,,ABC
26547,ABC-018000,8/31/2021,8213,75243,12811,BINH DUONG,TINH,1,7.45,4.5,"2LOTION , 3VITAMIN , CHI NHA KHOA , 6 HAND SANITIZER ",,,ABC
26546,ABC-017999,8/31/2021,8213,75243,15073,SAI GON,SAIGON,1,2.7,3.5,"3 VITAMIN , 1 LOTION ",,,ABC
26545,ABC-017998,8/31/2021,9172,,15072,SAI GON,SAIGON,1,3.2,3.5,"6VITAMIN, 2 SNACK C",,6,ABC
26544,ABC-017997,8/31/2021,9171,,15071,SAI GON,SAIGON,1,28.35,3.5,"VITAMIN C, VITAMIN , FOOD CANNED , FOOD CANNED SPAM , BO MEDICATED OIL PHONG , MAT ONG , DO RUA MUI , SNACK AN DAM , TRA CAY SAY KHO , SNACK , SNACK DEO, MIEN , MI GOI , SALONPAS , 1 LO MEDICATED OIL ",,,ABC
26543,QUY-006732,8/31/2021,4958,21223,9786,SAI GON,SAIGON,1,40.4,4,"PERFUME, FOOD",,10,QUY
26542,QUY-006731,8/31/2021,4958,21223,6987,SAI GON,SAIGON,1,35.25,4,"MILK POWDER Ensure, FOOD",,,QUY
26541,ABC-017996,8/31/2021,483,75098,6988,SAI GON,SAIGON,1,35.45,3.5,"VITAMIN , MAT ONG , SNACK , FOOD HOP ,MEDICATED OIL XOA BOP  , SALONPAS , MI GOI ,   MEDICATED OIL , ",,,ABC
26540,ABC-017995,8/31/2021,483,75098,6988,SAI GON,SAIGON,1,25.6,3.5,"FOOD ,SNACK , VITAMIN , 1 LO MEDICATED OIL , MI GOI , MILK POWDER , EYE DROPS , HAND SANITIZER ",,,ABC
26539,QUY-006730,8/31/2021,6470,21740,15070,SAI GON,SAIGON,1,13.25,4,"SOAP, vitamin, SHOES  , SNACK, TOOTHPASTE",,5,QUY
26538,QUY-006729,8/31/2021,5852,21740,8488,SAI GON,SAIGON,1,22.55,4,"SNACK, FOOD, MEDICATED OIL, vitamin",,,QUY
26537,ABC-017994,8/31/2021,572,75044,578,DONG NAI,TINH,1,15.5,4.5,"3 MILK POWDER, LY UONG NUOC, MEDICATED OIL, DRIED FRUIT, CHIA SEED, LOTION",,,ABC
26536,QUY-006728,8/31/2021,4786,22003,13295,TIEN GIANG,TINH,1,9.45,5,"Vitamin, MEDICATED OIL, SHAMPOO, SNACK",,2.75,QUY
26535,ABC-017993,8/31/2021,7265,76208,11023,SAI GON,SAIGON,1,45.65,3.5,"6 MILK POWDER, SNACK, FOOD,  ENSURE NEM, CAFE, SOAP, MEDICAL MASK, VITAMIN IT VIEN, SNACK HO,  ENSURE OATMEAL, SHOES LAU TAY",57,,ABC
26534,ABC-017992,8/31/2021,9170,75044,15069,SAI GON,SAIGON,1,27.4,3.5,"CLOTHES, DEN, SNACK, VITAMIN, TOYS",,,ABC
26533,ABC-017991,8/31/2021,9169,75035,15068,SAI GON,SAIGON,1,14.6,3.5,"3 SNACK, 3 TOOTHPASTE, 1 MEDICATED OIL XNAH, 4 VITAMIN",,,ABC
26532,ABC-017990,8/31/2021,6061,75044,15067,HA NOI,TINH,1,5,4.5,"CLOTHES, LOTION, VITAMIN",,,ABC
26531,QUY-006727,8/31/2021,9168,21620,15066,SAI GON,SAIGON,1,22.55,4,"SNACK, CLOTHES, vitamin",,,QUY
26530,QUY-006726,8/31/2021,6612,21638,9822,SAI GON,SAIGON,1,20.15,4,"SNACK, may do duong, vitamin, mat ong, SOAP",,10,QUY
26529,ABC-017989,8/31/2021,6013,75040,15065,SAI GON,SAIGON,1,33.05,3.5,"SALONPAS, SNACK , CHOCOLATE , MEDICATED OIL , THIT SPAM , VITAMIN, SNACK GUMMY , HAT CHIA ",17,6,ABC
26528,NGO-000224,8/31/2021,6413,68164,12575,VINH LONG,TINH,1,9.8,6,"5 thuoc, 3 bit SNACK chocolate",,,NGO
26527,QUY-006725,8/31/2021,6016,21638,11916,SAI GON,SAIGON,1,31.5,4,"Vitamin, FOOD CANNED, SNACK",,,QUY
26526,NGO-000223,8/31/2021,6866,68164,15064,BEN TRE,TINH,1,5,6,"1 thuoc, 1 bit SNACK, 1 vaseline",,,NGO
26525,QUY-006724,8/31/2021,6016,21638,8755,SAI GON,SAIGON,1,28.35,4,"SNACK, MEDICATED OIL, FOOD CANNED",,,QUY
26524,ABC-017988,8/31/2021,2057,,2588,SAI GON,SAIGON,1,14.55,3.5,2 THUNG MILK POWDER ,114,,ABC
26523,ABC-017987,8/31/2021,691,75094,2512,KHANH HOA,TINH,1,21.35,4.5,"6 MILK POWDER , 3 MEDICATED OIL PHONG , 6 SPAM , VITAMIN , SNACK",57,,ABC
26522,ABC-017986,8/31/2021,1907,75010,2373,SAI GON,SAIGON,1,15,3.5,2 LOC ENSURE,114,,ABC
26521,QUY-006723,8/31/2021,7805,22407,14207,TIEN GIANG,TINH,1,52.75,5,"MILK POWDER, vitamin, SNACK, 01 dien thoai Samsung X10",,100,QUY
26520,ABC-017985,8/30/2021,9167,75042,15063,TAIWAN,INT,1,10,9,"9 VITAMINS, 1 SHAMPOO - 774687849399 ",,9,ABC
26519,ABC-017984,8/30/2021,9166,75040,15062,SAI GON,SAIGON,1,34.6,3.5,"FOOD CANNED, BO MEDICATED OIL PHONG, MEDICATED OIL, HAND SANITIZER, SALONPAS",68,,ABC
26518,ABC-017983,8/30/2021,8480,75002,13327,TIEN GIANG,TINH,1,33,4.5,"IPHONE 6 (   ), SNACK, LOTION, VITAMINS, CLOTHES, GIA VI",50,,ABC
26517,ABC-017982,8/30/2021,8480,75002,14164,QUANG NAM,TINH,1,15,4.5,"SNACK, MEDICATED OIL, VITAMINS",86,,ABC
26516,ABC-017981,8/30/2021,9166,75040,15061,SAI GON,SAIGON,1,34.6,3.5,"MEDICATED OIL, FOOD CANNED, BO MEDICATED OIL PHONG, HAND SANITIZER, SALONPAS",68,,ABC
26515,NEW-000767,8/30/2021,9165,68521,15060,SAI GON,SAIGON,1,6,5,11 VITAMIN,,15,NEW
26514,ABC-017980,8/30/2021,2719,75040,15059,SOC TRANG,TINH,1,4.4,4.5,"PERFUME, 2 SALONPAS, 6 VITAMINS, 3 MEDICATED OIL, 1   MEDICATED OIL, 5 MEDICAL MASK",,7,ABC
26513,QUY-006722,8/30/2021,8734,20707,13848,SAI GON,SAIGON,1,13.5,4,12 MILK POWDER ENSURE ,,6.75,QUY
26512,ABC-017979,8/30/2021,651,75077,3062,VINH LONG,TINH,1,14,4.5,"10 MILK POWDER, 1 PACK TOOTHPASTE",15,,ABC
26511,ABC-017978,8/30/2021,9164,45231,15058,SAI GON,SAIGON,1,8.9,3.5,"SNACK, MEDICAL MASK, VITAMIN, HAND SANITIZER, MILK POWDER",,,ABC
26510,ABC-017977,8/30/2021,5944,75044,8642,SAI GON,SAIGON,2,52,3.5,"VITAMIN, SNACK, FOOD, GUMMY,  TANG",,,ABC
26509,ABC-017976,8/30/2021,9163,55014,15057,KHANH HOA,TINH,3,105,4.5,"SNACK, QUAN DO, FOOD CANNED, BOP, VITAMIN C",,,ABC
26508,ABC-017975,8/30/2021,9156,,15056,HAI DUONG,TINH,1,16.5,4.5,2 THUNG MILK POWDER,,,ABC
26507,ABC-017974,8/30/2021,9162,75156,15055,SAI GON,SAIGON,1,31.6,3.5,FOOD HOP,,,ABC
26506,ABC-017973,8/30/2021,9161,75040,15054,TRA VINH,TINH,1,11.3,4.5,"SANDALS, VITAMIN",,,ABC
26505,ABC-017972,8/30/2021,7089,75040,15053,DONG NAI,TINH,1,79.5,4.5,"DTSHIRTS CTSHIRTS RAU, NUOC   CAY, LOTION, SHAMPOO, SNACK GUMMY TRE EM, VITAMIN, IT GIFTSET, TOOTHPASTE, MILK POWDER",,,ABC
26504,ABC-017971,8/30/2021,9160,,15052,BAC LIEU,TINH,2,75.5,4.5,"SNACK GUMMY, SHAMPOO, TOOTHPASTE, VITAMIN,  ENSURE PHA TANG",,,ABC
26503,ABC-017970,8/30/2021,156,75406,158,HA NOI,TINH,2,54.5,4.5," TANG, VITAMIN, TUI, VI, SOAP   C, SHAMPOO, PERLIPSTICKAL STUFF",,,ABC
26499,ABC-017966,8/30/2021,9157,75068,15048,KHANH HOA,TINH,1,32.3,4.5,"ENSURE, SPAM, VITAMIN,   MEDICATED OIL",,,ABC
26498,ABC-017965,8/30/2021,9156,,15047,HAI DUONG,TINH,2,57.5,4.5,"MILK POWDER, VITAMIN, NUOC THOM",,,ABC
26497,ABC-017964,8/30/2021,9155,,15046,SAI GON,SAIGON,1,9,3.5,"1 LO MEDICATED OIL , 6 VITAMIN , 1 GUMMY , FISH OIL ",50,12,ABC
26496,ABC-017963,8/30/2021,6682,75080,15045,CALIFORNIA,DOM,1,1.35,3.5,VITAMIN - 774679025862 ,,,ABC
26495,ABC-017962,8/30/2021,8203,75094,15044,SAI GON,SAIGON,1,25.2,3.5,"VITAMINS, SNACK, MEDICATED OIL ",,,ABC
26494,ABC-017961,8/30/2021,6817,75088,10184,BINH DUONG,TINH,1,27,4.5,"TOYS , DO DUNG   ,DO  HAM MILK POWDER , VITAMIN , 1 SHOES , 1 MEDICATED OIL TRANG ",50,7,ABC
26493,ABC-017960,8/30/2021,14,75044,14013,SAI GON,SAIGON,1,7.5,3.5,"FOOD, 3 VITAMIN",24,,ABC
26492,QUY-006721,8/30/2021,4444,22030,6135,GIA LAI,TINH,1,43.8,5,"MILK POWDER  , chia, vitamin, SNACK ",16,10,QUY
26491,ABC-017959,8/30/2021,7009,20166,15043,SAI GON,SAIGON,1,8.25,3.5,"2 LON MILK POWDER, 1 PACK SNACK HO, 1 SUPPLEMENT, 2 VITAMIN",120,,ABC
26490,ABC-017958,8/30/2021,7748,75150,15042,SAI GON,SAIGON,1,6.5,3.5,"5 VITAMIN ,  2 FOOD",,,ABC
26489,ABC-017957,8/30/2021,7748,75150,14011,VINH LONG,TINH,1,3.55,4.5,6 VITAMIN,,,ABC
26484,ABC-017952,8/30/2021,9152,75044,15038,BRVT,TINH,2,56.7,4.5,"VITAMIN, SNACK, CHOCOLATE ",,,ABC
26483,ABC-017951,8/30/2021,9151,,15037,KHANH HOA,TINH,1,21.6,4.5,"VITAMIN, FOOD HOP",,,ABC
26482,ABC-017950,8/30/2021,9150,,15036,DAK LAK,TINH,1,44.3,4.5,"TOOTHPASTE, SOAP   C, VITAMIN, TOYS TRE EM, 2 MAY DO OXY",,,ABC
26481,ABC-017949,8/30/2021,1088,75044,1108,BINH DUONG,TINH,1,20.5,4.5,"VITAMIN, FOOD CANNED, SNACK, VIET,  ENSURE NEM, 3 HAIR COLOR CREME",,6,ABC
26480,QUY-006720,8/30/2021,9149,22042,15035,BINH THUAN,TINH,1,16.55,5,"PERFUME, vitamin, SNACK, salonpas",,30,QUY
26479,ABC-017948,8/30/2021,9148,,15034,SAI GON,SAIGON,1,4.3,3.5,"TOOTHPASTE , VITAMIN ",,9,ABC
26478,ABC-017947,8/30/2021,9148,,15033,SAI GON,SAIGON,1,15.5,3.5,5THIT SPAM,,,ABC
26477,ABC-017946,8/30/2021,822,75074,5234,HUE,TINH,1,7.5,4.5,1 LOC MILK POWDER ENSURE,57,,ABC
26476,ABC-017945,8/30/2021,822,75074,834,DA NANG,TINH,1,7.5,4.5,1 LOC MILK POWDER ENSURE ,57,,ABC
26475,ABC-017944,8/30/2021,3589,75150,15032,NETHERLANDS,INT,1,50,6.25,,,15,ABC
26474,ABC-017943,8/30/2021,4735,75042,12528,Philadelphia,DOM,1,12,2.42,FOOD,,,ABC
26473,ABC-017942,8/30/2021,9032,,15031,SAI GON,SAIGON,1,42.35,3.5,"6 VITAMIN, 2 GUMMY, FOOD HOP , BO MEDICATED OIL PHONG , 1 LO MEDICATED OIL NHO , TOOTHPASTE , ",,6,ABC
26472,ABC-017941,8/30/2021,574,75074,580,BRVT,TINH,1,26,4.5,"2 NUOC SUC MIENG, 2 HAND SANITIZER, 4 MEDICATED OIL, 2 POMADE, 3 VITAMIN, 2 TRA, 2 BICH SEAWEED, 1 PACK FOOD CANNED, 6 SPAM, KHAN",,,ABC
26471,ABC-017940,8/30/2021,8992,75243,15030,SAI GON,SAIGON,1,6.5,3.5,"1 TOOTHPASTE , 1 SNACK , 1 LOTION , 5 VITAMIN ",17,,ABC
26470,ABC-017939,8/30/2021,8992,75243,15029,SAI GON,SAIGON,1,6.1,3.5,"SNACK , 2 TOOTHPASTE , 1 VITAMIN C, 1 LOTION , 3 VITAMIN ",,,ABC
26469,ABC-017938,8/30/2021,8992,75243,15028,SAI GON,SAIGON,1,7.5,3.5,"4 VITAMIN , 1 SUPPLEMENT , LOTION DNAH RANG , SNACK , SOAP , LOTION , MIST ",,,ABC
26468,ABC-017937,8/30/2021,8992,75243,14558,SAI GON,SAIGON,1,11.5,3.5,"6 VITAMIN ,1 SUPPLEMENT , 2 TOOTHPASTE , 1 PACK SOAP , 1 SNACK ",,,ABC
26467,ABC-017936,8/30/2021,7807,75081,12031,VINH LONG,TINH,1,15,4.5,2 LOC MILK POWDER ENSURE,114,,ABC
26466,ABC-017935,8/30/2021,2941,75070,3861,GIA LAI,TINH,1,19.7,4.5,"EARPHONE AIRPOD , MILK POWDER ENSURE , SNACK , VITAMIN , 1 SHOES TRE EM , CHOCOLATE ",,10,ABC
26465,ABC-017934,8/30/2021,9147,75081,15027,DA NANG,TINH,1,5.7,4.5,"6 SYRUP, 1 HAND MASSAGE",,,ABC
26464,ABC-017933,8/30/2021,3188,75040,15026,KIEN GIANG,TINH,1,19.15,4.5,"FOOD HOP ,DRIED FRUIT , VITAMIN , XIT MUI , SIRO TIEU HOA ,  ENSURE PHA TANG , MEDICATED OIL PHONG ,VASELINE , HAT MIX ",,,ABC
26463,QUY-006719,8/30/2021,1206,22044,2302,CAN THO,TINH,1,7.2,5,6 lon MILK POWDER Ensure,65,,QUY
26462,ABC-017932,8/30/2021,7351,75089,11175,KHANH HOA,TINH,1,57.45,4.5,"4 MEDICATED OIL, SUPPLEMENT, VITAMIN IT VIEN, SPAM, GIA VI, SNACK, DEODORANT, LOTION, BODY MIST, 1 HAND BAG, FOOD KHO, LY UONG NUOC,   ",24,,ABC
26461,QUY-006718,8/29/2021,9146,20653,15025,NGHE AN,TINH,1,5,5,01 Laptop HP (new in box),,70,QUY
26460,ABC-017931,8/29/2021,419,75044,15024,SAI GON,SAIGON,1,56,3.5,"VITAMINS, SUPPLEMENT, NUT, GUMMIES ",,105,ABC
26459,ABC-017930,8/29/2021,419,75044,5513,SAI GON,SAIGON,1,35.15,3.5,"3 VITAMIN, 2 VIEN SUI, SALONPAS, SNACK, CHIP, DRIED FRUIT ///// ABC-018072",,,ABC
26458,QUY-006717,8/29/2021,6316,20164,9272,HAU GIANG,TINH,1,11.6,5,"HAND BAG, vitamin, vo, CLOTHES",,30,QUY
26457,ABC-017929,8/29/2021,2182,75040,12048,TAY NINH,TINH,1,29.6,4.5,"SNACK, MI GOI, LOTION, VITAMINS, FOOD KHO",,,ABC
26456,ABC-017928,8/29/2021,4712,75044,6558,SAI GON,SAIGON,1,33.2,3.5,"FOOD CANNED, SNACK, FOOD HOP, DO CAT TOC, TSHIRTS THUN,   CAY KHO, GIA VI ",,,ABC
26455,NEW-000766,8/29/2021,8879,68505,14721,TIEN GIANG,TINH,1,10.5,6,"3 SHAMPOO MEDICATED OIL, 1 CHOCOLATE, 2 VITAMIN, 1 PHAN",,,NEW
26454,ABC-017927,8/29/2021,9145,67205,15023,BEN TRE,TINH,1,12.5,4.5,"SNACK, VITAMIN, SUPPLEMENT, WIPE, BENGAY",,,ABC
26453,ABC-017926,8/29/2021,7827,75098,12079,DONG NAI,TINH,1,52,4.5,"2 LOC SPAM, SNACK, VITAMINS, LOTION, SOAP",,,ABC
26452,ABC-017925,8/29/2021,9144,75040,15022,TIEN GIANG,TINH,1,39,4.5,"1 DO MASSAGE, 2 HAND BAG THUONG, 2 HOP DUONG,  3 EARPHONE RE TIEN ,  DEODORANT, CLOTHES, SNACK, LOTION, MEDICATED OIL, 10 VITAMINS",,17,ABC
26451,NEW-000765,8/29/2021,7628,68503,11891,SAI GON,SAIGON,1,45,5,"6 HOP OATMEAL, 6 VITAMIN, 1 PEANUT BUTTER , 1 IPHONE XS MAX, 2 SNACK NGOT, 5 BUTTER",,90,NEW
26447,ABC-017921,8/29/2021,5343,75094,7653,SAI GON,SAIGON,1,7.6,3.5,"4 ENSURE, VITAMIN",,,ABC
26446,ABC-017920,8/29/2021,5343,75094,15019,KHANH HOA,TINH,1,5.85,4.5,"ENSURE, VITAMIN",,,ABC
26445,ABC-017919,8/29/2021,4008,,15018,SAI GON,SAIGON,1,6,3.5,4 VITAMINS ,,,ABC
26444,QUY-006716,8/29/2021,9143,20164,15017,SAI GON,SAIGON,1,23.1,4,"Vitamin, MEDICATED OIL",,15,QUY
26443,ABC-017918,8/29/2021,4787,75044,13189,FLORIDA,DOM,1,10,2.7,"1 HOP MEDICAL MASK, 2 NUOC RUA MAT, 2 LIPSTICK MONG, 5  ENSURE NEM, DO LAM NAIL ",,,ABC
26442,ABC-017917,8/29/2021,8856,75110,14183,BRVT,TINH,1,20.8,4.5,"2 CHOCOLATE,7 VITAMINS, 1 CREAM, 1 SAUSAGES, 12 FOOD HOP ",,,ABC
26441,ABC-017916,8/29/2021,8626,75110,13601,BRVT,TINH,1,15.4,4.5,"4 MEDICATED OIL, 6 VITAMINS, 1 SAUSAGES, FOOD HOP ",,,ABC
26440,ABC-017915,8/29/2021,3549,75081,4777,SAI GON,SAIGON,1,32,3.5,"VITAMINS, GUMMIES, SNACK, 6 MEDICATED OIL, SNACK DEO",,,ABC
26439,QUY-006715,8/29/2021,6266,22003,9180,KHANH HOA,TINH,1,49.35,5,"SAUSAGES, NUT, CHOCOLATE, LOTION, MILK POWDER ENSURE, VITAMIN",130,20,QUY
26438,NEW-000764,8/29/2021,7693,68521,15016,BINH THUAN,TINH,1,8.5,6,"1 DOI SHOES, 1 DOI SANDALS, 1 CHAI PERFUME, 4 MEDICATED OIL, 3 VITAMIN, 1 VITAMIN C, 1 NUOC EYE DROPS, 2 NON",,10,NEW
26437,LTM-000360,8/29/2021,6398,55104,15015,SAI GON,SAIGON,2,86.5,4.25,"4 lọ vitamin, bánh kẹo, nước súc miệng, bàn chải, Band aid.",,,LTM
26436,LTM-000359,8/29/2021,6841,55103,12178,LAM DONG,TINH,1,32.5,4.75,"6 hộp sữa, 7 lọ thực phẩm chức năng, 1 lotion em bé, 2 kẹo, 8 tăm xỉa răng, 10 snack, 1 bắp, 1 lốc LOTION đánh răng, 1 hộp khử mùi",,3,LTM
26435,ABC-017914,8/29/2021,9142,75110,15014,BRVT,TINH,1,46,4.5,"SUPPLEMENT, 6 VITAMIN, CLOTHES, HAND BAG, MEDICAL MASK, PERFUME, CEREAL, CAFE, SHOES THOM, BOI NGUA,",,10,ABC
26434,LTM-000358,8/29/2021,6841,55103,12178,LAM DONG,TINH,1,24.5,4.75,,,14,LTM
26433,ABC-017913,8/29/2021,3045,75075,15013,JAPAN,INT,1,24,6.5,"CLOTHES, 1 MAY HUT MILK POWDER - 774671054342 ",,,ABC
26432,ABC-017912,8/29/2021,3800,71112,5152,DONG NAI,TINH,1,34,4.5,"DO  , CLOTHES, BINH MILK POWDER, SOAP, LOTION",,,ABC
26431,ABC-017911,8/29/2021,3800,71112,15012,DONG NAI,TINH,1,22.75,4.5,"VITAMIN, TYLENOL, CLOTHES, SNACK",,,ABC
26430,ABC-017910,8/29/2021,3800,71112,15011,SAI GON,SAIGON,1,9.1,3.5,"2 TANG, 2 VITAMIN,2 SNACK, 3 HOP ZINC",,,ABC
26429,QUY-006714,8/29/2021,4127,22312,7976,DA NANG,TINH,2,50.35,5,"SUNGLASSES, may do duong, PERFUME, TOOTHBRUSH, VITAMIN, TOOTHPASTE, LOTION, kim thu duong, nuoc thom, non",,50,QUY
26428,ABC-017909,8/29/2021,8976,76137,15010,BINH DUONG,TINH,1,30,4.5,"1 LO MEDICATED OIL, SNACK, SPAM, BENGAY, SYRUP, 5 VITAMINS, FOOD HOP, SNACK ",50,,ABC
26427,ABC-017908,8/29/2021,5563,75032,8009,DAK LAK,TINH,1,7.5,4.5,"1 SHOES, 3 VITAMINS, 1 SNACK ",,,ABC
26426,ABC-017907,8/29/2021,2178,75044,2743,DA NANG,TINH,1,22.2,4.5,"  MEDICATED OIL, SPAM, 2 VITAMINS",,,ABC
26425,ABC-017906,8/29/2021,4961,75002,15009,SAI GON,SAIGON,1,9.7,3.5,"VITAMIN C, VITAMIN, SNACK NGAM, GUMMY",,,ABC
26424,QUY-006713,8/29/2021,4620,22042,6395,HUE,TINH,1,25,5,"MILK POWDER Ensure, CLOTHES, vitamin, LOTION chong nang, SOAP tam",,5,QUY
26423,ABC-017905,8/29/2021,9141,75098,15008,BINH THUAN,TINH,1,5.55,4.5,"6 VITAMIN, SALONPAS, DO NHIET DO, BANG CA NHAN, MEDICATED OIL, VIEN SUI",,,ABC
26422,NEW-000763,8/29/2021,9140,68901,15007,SAI GON,SAIGON,1,14,5,"6 VITAMIN, 2 CHOCOLATE, 4 ENSURE, 4 BENGAY, 2 NEOSPORIN",,,NEW
26421,QUY-006712,8/29/2021,9139,20902,15006,SAI GON,SAIGON,1,63.2,4,"VITAMIN, SHOES, PERFUME, SNACK, MEDICATED OIL HAND BAG, MILK POWDER rua mat, TOOTHPASTE",,85,QUY
26420,NEW-000762,8/29/2021,7694,68504,15005,LAM DONG,TINH,1,11.5,6,"1 TUI, 1 SANDALS, 3 VITAMIN, 1 MILK POWDER TAM, 1 TSHIRTS, 2 MEDICATED OIL",,10,NEW
26419,NEW-000761,8/29/2021,7694,68504,15004,LAM DONG,TINH,1,10.5,6,"5 VITAMIN, 1 TUI CHOCOLATE, GUMS, 2 MEDICATED OIL, MILK POWDER TAM, 2 DEODORANT",,,NEW
26418,NEW-000760,8/29/2021,7694,68504,15003,THAI NGUYEN,TINH,1,9,6,"1 TUI NHO, 2 MEDICATED OIL, 1 BICH SNACK, 3 VITAMIN, 1 VITAMIN CM 1 TUMB, GUMS, 2 DEODORANT, 1 MILK POWDER TAM",,,NEW
26417,NEW-000759,8/29/2021,9138,68507,15002,BRVT,TINH,1,6,6,"8 VITAMIN, 1 MILK POWDER  ENSURE, 2 MEDICATED OIL",,6,NEW
26416,ABC-017904,8/29/2021,5060,75219,15001,SAI GON,SAIGON,1,33,3.5,VITAMINS. GUMMIES,,90,ABC
26415,NEW-000758,8/29/2021,9138,68507,15000,SAI GON,SAIGON,1,6,5,"8 VITAMIN, 2 MEDICATED OIL, 1 MILK POWDER  ENSURE",,6,NEW
26414,NEW-000757,8/29/2021,9138,68507,14999,SAI GON,SAIGON,1,6.5,5,"8 VITAMIN, 1 MILK POWDER  ENSURE, 2 MEDICATED OIL",,6,NEW
26413,NEW-000756,8/29/2021,9138,68507,14998,SAI GON,SAIGON,1,12.5,5,"16 VITAMIN, 2 BINH MILK POWDER  ENSURE, 4 MEDICATED OIL",,30,NEW
26412,QUY-006711,8/29/2021,4254,20164,14409,SAI GON,SAIGON,1,12.9,4,"Vitamin, SHOES, tui deo, CLOTHES, SOAP, MILK POWDER rua mat",,15,QUY
26411,QUY-006710,8/29/2021,1698,21201,1719,SAI GON,SAIGON,1,34.4,4,"VITAMIN, CLOTHES, SUNGLASSES, WATCH, SHOES,   MEDICATED OIL",,100,QUY
26410,NEW-000755,8/29/2021,8808,68503,14852,SAI GON,SAIGON,1,14,5,"2 chen, 4 vitamin, 2 hat nem, khan, TOOTHPASTE, dTSHIRTS, CLOTHES",,,NEW
26409,QUY-006709,8/29/2021,1899,20716,2363,SAI GON,SAIGON,1,12.35,4,"Hop HAIR COLOR CREME, vitamin, SNACK",,5,QUY
26408,NGO-000222,8/28/2021,6413,68164,14361,KIEN GIANG,TINH,1,9,6,"1 SNACK, 5 VITAMIN, 5 TSHIRTS",,,NGO
26407,ABC-017903,8/28/2021,4035,,5506,HUE,TINH,1,19.75,4.5,"4 ENSURE, FOOD, SHOES VE SINH, VITAMIN CHOCOLATE",27,,ABC
26406,ABC-017902,8/28/2021,3328,75040,14997,SAI GON,SAIGON,1,5.75,3.5,,,,ABC
26405,ABC-017901,8/28/2021,4816,75094,14996,SAI GON,SAIGON,1,22.15,3.5,"VITAMIN, FOOD HOP, SNACK",,,ABC
26404,ABC-017900,8/28/2021,4816,75094,12497,CAN THO,TINH,1,4,4.5,"2 SNACK, MAY BLOOD PRESSURE MONITOR",,5,ABC
26403,ABC-017899,8/28/2021,330,,335,BINH PHUOC,TINH,1,27.25,4.5,"VITAMINS, SNACK, PERLIPSTICKAL STUFF, ",,,ABC
26402,ABC-017898,8/28/2021,330,,335,BINH PHUOC,TINH,1,14,4.5,"IPAD , VITAMINS, SNACK, FOOD , HOME GOODS",,140,ABC
26401,ABC-017897,8/28/2021,5592,75035,14995,SAI GON,SAIGON,1,20.8,3.5,"FOOD, VITAMIN,   MEDICATED OIL",23,,ABC
